sale_id,order_id,date_id,product_id,customer_id,store_id,quantity,unit_price,discount,total_amount,payment_method,device_type
3439,3451,20260615,14,1643,78,3,820.03,0.02,2410.89,PayPal,Desktop
3440,80,20260212,30,685,59,1,318.3,0.05,302.38,Debit Card,Mobile
3441,3321,20260608,30,1694,31,3,919.0,0.09,2508.87,PayPal,Desktop
3442,327,20260323,34,1896,70,1,416.2,0.1,374.58,Credit Card,Mobile
3443,3965,20260402,31,1491,58,1,335.36,0.17,278.35,Credit Card,Desktop
3444,3613,20261229,49,529,39,4,799.93,0.14,2751.76,Credit Card,Desktop
3445,1247,20260412,40,1837,60,2,648.18,0.1,1166.72,PayPal,Desktop
3446,1483,20260326,31,226,44,2,623.42,0.26,922.66,Debit Card,Desktop
3447,2653,20260425,3,1710,21,3,899.61,0.26,1997.13,PayPal,Mobile
3448,77,20260426,42,608,17,3,306.7,0.16,772.88,Debit Card,Desktop
3449,2567,20261025,2,1477,7,4,870.94,0.29,2473.47,PayPal,Desktop
3450,1452,20260105,31,468,62,4,621.34,0.13,2162.26,Debit Card,Mobile
3451,2845,20260528,50,1985,89,4,885.03,0.12,3115.31,Credit Card,Mobile
3452,136,20260707,15,845,77,1,298.61,0.05,283.68,Credit Card,Mobile
3453,1100,20261101,41,1996,8,4,772.45,0.22,2410.04,Credit Card,Desktop
3454,2912,20260317,8,1541,59,4,493.42,0.03,1914.47,Credit Card,Mobile
3455,2013,20260722,22,863,74,3,345.2,0.02,1014.89,Credit Card,Mobile
3456,3762,20261121,40,1633,29,4,112.49,0.08,413.96,Credit Card,Desktop
3457,1837,20261109,20,336,21,1,551.11,0.22,429.87,PayPal,Mobile
3458,2804,20261128,27,1867,89,1,773.88,0.18,634.58,Debit Card,Desktop
3459,2438,20260212,2,1618,22,3,983.79,0.07,2744.77,Credit Card,Desktop
3460,3193,20260325,16,825,42,4,754.67,0.14,2596.06,Credit Card,Mobile
3461,2354,20260414,3,1441,82,4,186.09,0.17,617.82,Credit Card,Desktop
3462,3542,20260603,42,639,39,1,850.31,0.12,748.27,Credit Card,Desktop
3463,2891,20260915,21,652,34,4,514.45,0.25,1543.35,PayPal,Mobile
3464,1641,20260526,40,1010,77,4,217.23,0.07,808.1,Credit Card,Mobile
3465,3536,20260810,18,1938,74,4,470.73,0.11,1675.8,Credit Card,Mobile
3466,1640,20260606,38,40,36,2,958.16,0.21,1513.89,Debit Card,Mobile
3467,2822,20261210,23,358,66,3,610.47,0.05,1739.84,Debit Card,Mobile
3468,3270,20260621,33,202,29,2,483.84,0.07,899.94,Credit Card,Mobile
3469,2577,20260904,44,427,7,3,270.82,0.1,731.21,Credit Card,Mobile
3470,625,20260805,19,1553,61,1,344.71,0.25,258.53,Debit Card,Mobile
3471,2927,20261121,30,323,8,4,591.55,0.11,2105.92,Credit Card,Mobile
3472,1638,20260627,4,258,32,3,92.58,0.27,202.75,Credit Card,Desktop
3473,368,20260219,24,1940,46,2,827.91,0.15,1407.45,Debit Card,Desktop
3474,1093,20260128,41,1431,7,4,813.77,0.29,2311.11,Debit Card,Mobile
3475,2766,20260319,20,1939,44,1,900.59,0.25,675.44,Debit Card,Desktop
3476,1521,20260206,24,1753,12,3,124.76,0.19,303.17,Credit Card,Desktop
3477,3856,20260430,32,1579,67,3,535.16,0.24,1220.16,Credit Card,Mobile
3478,3629,20260508,23,1851,3,3,831.18,0.22,1944.96,Debit Card,Mobile
3479,3816,20261219,49,1995,9,4,344.56,0.29,978.55,PayPal,Desktop
3480,3099,20260226,21,734,64,2,366.52,0.15,623.08,Credit Card,Desktop
3481,2110,20260810,41,1331,17,2,807.66,0.05,1534.55,Debit Card,Desktop
3482,493,20260506,48,841,18,3,66.58,0.24,151.8,Credit Card,Desktop
3483,3580,20260810,50,2,59,1,275.57,0.04,264.55,Debit Card,Mobile
3484,1288,20260610,39,1152,85,1,89.46,0.05,84.99,Debit Card,Desktop
3485,1887,20261208,5,627,25,2,669.52,0.18,1098.01,PayPal,Mobile
3486,3823,20261221,33,87,96,1,966.13,0.01,956.47,PayPal,Mobile
3487,3135,20260225,49,856,94,2,91.92,0.27,134.2,Credit Card,Mobile
3488,2104,20260421,34,1026,72,3,619.9,0.15,1580.74,Credit Card,Mobile
3489,1601,20260120,43,235,50,2,317.0,0.29,450.14,Credit Card,Mobile
3490,2195,20260728,47,722,12,2,968.54,0.14,1665.89,PayPal,Desktop
3491,1436,20260804,41,73,85,3,934.42,0.01,2775.23,PayPal,Desktop
3492,2197,20260621,49,329,49,1,993.6,0.23,765.07,Debit Card,Mobile
3493,640,20260926,46,1000,21,2,82.56,0.14,142.0,Credit Card,Mobile
3494,1833,20261211,10,1295,25,2,685.33,0.26,1014.29,Debit Card,Mobile
3495,2113,20260630,15,1490,93,3,448.98,0.01,1333.47,PayPal,Mobile
3496,2473,20261001,29,1951,67,1,260.85,0.23,200.85,PayPal,Desktop
3497,1164,20260222,39,1124,27,2,659.47,0.1,1187.05,Debit Card,Desktop
3498,2312,20260210,3,1933,56,3,297.2,0.14,766.78,Debit Card,Desktop
3499,1383,20260819,49,1007,13,2,403.95,0.26,597.85,Credit Card,Desktop
3500,2740,20260605,39,1630,47,4,386.61,0.01,1530.98,Debit Card,Mobile
3501,2064,20260605,4,1877,81,3,286.5,0.23,661.82,PayPal,Desktop
3502,2949,20260418,3,276,45,1,609.14,0.04,584.77,PayPal,Desktop
3503,984,20260808,50,962,91,1,364.71,0.24,277.18,Debit Card,Desktop
3504,1551,20260504,32,1409,72,1,67.51,0.06,63.46,Debit Card,Mobile
3505,442,20261031,24,580,71,1,793.63,0.25,595.22,Debit Card,Mobile
3506,2723,20260107,4,284,48,2,859.51,0.04,1650.26,Debit Card,Desktop
3507,1402,20260614,19,1209,5,2,72.59,0.02,142.28,PayPal,Mobile
3508,3453,20261207,14,1164,64,1,585.41,0.28,421.5,Debit Card,Desktop
3509,1270,20260502,25,200,51,1,544.41,0.14,468.19,Credit Card,Mobile
3510,1019,20260414,34,451,99,1,808.42,0.23,622.48,PayPal,Mobile
3511,916,20260115,21,323,79,2,78.41,0.02,153.68,Debit Card,Mobile
3512,1139,20260110,7,897,73,1,517.13,0.29,367.16,PayPal,Desktop
3513,1588,20260610,10,1049,80,1,990.85,0.12,871.95,Debit Card,Mobile
3514,1547,20260703,11,298,44,4,144.79,0.18,474.91,Credit Card,Desktop
3515,680,20260617,9,512,5,4,650.24,0.02,2548.94,Credit Card,Mobile
3516,1918,20260527,29,1748,14,1,87.01,0.11,77.44,Credit Card,Desktop
3517,3018,20260210,3,1692,34,3,676.33,0.16,1704.35,Credit Card,Mobile
3518,285,20260917,27,825,56,1,888.43,0.0,888.43,Credit Card,Mobile
3519,2160,20260403,36,602,99,4,256.63,0.04,985.46,Debit Card,Desktop
3520,1564,20261122,13,853,11,3,633.5,0.18,1558.41,Debit Card,Mobile
3521,2260,20260831,19,621,39,3,421.36,0.1,1137.67,Credit Card,Mobile
3522,2843,20260316,36,306,33,1,202.07,0.29,143.47,PayPal,Desktop
3523,1891,20260408,16,947,10,4,737.98,0.07,2745.29,Debit Card,Desktop
3524,3423,20260122,8,1871,69,4,265.05,0.02,1039.0,Credit Card,Mobile
3525,3327,20260714,8,1885,34,3,695.09,0.19,1689.07,Credit Card,Mobile
3526,350,20261209,2,541,59,1,595.07,0.0,595.07,Credit Card,Mobile
3527,2522,20260222,9,1503,41,2,823.85,0.24,1252.25,Debit Card,Mobile
3528,2262,20260605,43,1592,28,2,739.97,0.12,1302.35,Debit Card,Mobile
3529,382,20260124,13,1548,9,4,259.42,0.02,1016.93,PayPal,Mobile
3530,2304,20260226,41,213,40,2,946.67,0.3,1325.34,Credit Card,Desktop
3531,1290,20260213,41,238,57,4,712.54,0.07,2650.65,PayPal,Mobile
3532,1480,20260608,27,3,74,4,346.23,0.01,1371.07,PayPal,Desktop
3533,1857,20260125,7,607,85,4,816.34,0.27,2383.71,PayPal,Desktop
3534,429,20260927,17,1658,46,2,252.05,0.01,499.06,Debit Card,Desktop
3535,625,20260611,30,672,85,4,500.11,0.28,1440.32,Debit Card,Desktop
3536,912,20260128,14,1757,58,3,482.24,0.08,1330.98,Debit Card,Desktop
3537,3972,20261113,34,922,1,1,646.02,0.18,529.74,PayPal,Mobile
3538,1611,20260507,48,1986,79,1,628.04,0.21,496.15,Debit Card,Mobile
3539,1231,20260406,5,9,50,4,825.03,0.12,2904.11,Credit Card,Mobile
3540,1437,20260327,15,1926,9,1,455.3,0.24,346.03,PayPal,Mobile
3541,989,20260628,6,1404,5,2,514.46,0.28,740.82,Credit Card,Mobile
3542,1210,20261001,27,1612,13,2,622.43,0.19,1008.34,Credit Card,Desktop
3543,1183,20260426,2,126,36,1,426.36,0.12,375.2,Debit Card,Desktop
3544,3592,20260924,36,776,100,2,430.01,0.18,705.22,PayPal,Desktop
3545,50,20260918,42,505,52,1,289.71,0.02,283.92,Credit Card,Mobile
3546,1920,20260128,1,1544,10,1,925.29,0.14,795.75,Debit Card,Desktop
3547,3717,20260424,20,1220,26,1,671.15,0.09,610.75,Credit Card,Mobile
3548,3625,20260816,5,906,14,4,551.41,0.03,2139.47,PayPal,Desktop
3549,97,20260127,11,1889,12,1,993.07,0.08,913.62,Debit Card,Desktop
3550,1461,20260531,22,1740,76,4,131.82,0.29,374.37,Debit Card,Desktop
3551,2712,20260524,34,621,85,1,266.08,0.07,247.45,PayPal,Desktop
3552,663,20261226,15,1163,14,1,929.34,0.11,827.11,Debit Card,Mobile
3553,3715,20260419,1,1795,97,1,740.55,0.11,659.09,Credit Card,Desktop
3554,738,20261113,25,1284,52,2,710.0,0.18,1164.4,Debit Card,Mobile
3555,2513,20260717,31,1327,59,4,731.75,0.29,2078.17,Credit Card,Mobile
3556,1243,20260821,49,876,89,4,255.63,0.17,848.69,Credit Card,Desktop
3557,3806,20260917,13,1624,96,1,520.54,0.22,406.02,PayPal,Desktop
3558,2709,20260927,16,1712,80,1,407.31,0.1,366.58,Credit Card,Desktop
3559,2719,20261204,6,535,90,2,821.47,0.17,1363.64,Credit Card,Mobile
3560,3665,20260521,49,987,78,2,597.68,0.24,908.47,Debit Card,Desktop
3561,2291,20260118,42,208,62,2,458.9,0.11,816.84,Credit Card,Desktop
3562,2938,20260825,8,796,18,4,627.15,0.04,2408.26,Debit Card,Mobile
3563,2509,20260721,13,1914,48,4,712.61,0.18,2337.36,Debit Card,Desktop
3564,2192,20260604,45,1221,58,4,430.61,0.25,1291.83,Credit Card,Mobile
3565,1343,20260601,24,996,1,1,679.49,0.19,550.39,Credit Card,Mobile
3566,3441,20260509,7,1484,70,4,678.34,0.14,2333.49,Debit Card,Desktop
3567,517,20261026,39,1708,84,3,966.63,0.11,2580.9,Credit Card,Desktop
3568,220,20260113,1,99,86,3,640.08,0.05,1824.23,Credit Card,Mobile
3569,3351,20261208,21,869,10,2,782.18,0.02,1533.07,Debit Card,Mobile
3570,3227,20261027,17,1983,99,4,486.69,0.17,1615.81,PayPal,Mobile
3571,5,20260313,4,1378,95,3,950.18,0.26,2109.4,PayPal,Mobile
3572,1241,20261202,43,1990,49,2,775.59,0.16,1302.99,PayPal,Mobile
3573,2904,20261215,36,1747,52,4,702.27,0.27,2050.63,Debit Card,Mobile
3574,252,20260411,17,1363,34,1,690.16,0.07,641.85,PayPal,Mobile
3575,1910,20260910,41,502,81,3,692.46,0.28,1495.71,Debit Card,Desktop
3576,568,20260612,9,148,99,1,738.41,0.02,723.64,PayPal,Mobile
3577,335,20260313,34,1490,51,4,69.94,0.06,262.97,Debit Card,Mobile
3578,2570,20260904,46,458,4,3,415.19,0.19,1008.91,Credit Card,Mobile
3579,2572,20260731,28,1245,31,4,298.71,0.03,1158.99,Debit Card,Mobile
3580,271,20260612,27,1736,60,1,917.41,0.18,752.28,Debit Card,Desktop
3581,3202,20260108,37,1365,9,3,844.77,0.04,2432.94,PayPal,Mobile
3582,3230,20261204,35,306,82,1,220.7,0.1,198.63,Debit Card,Desktop
3583,985,20260222,30,1195,34,4,216.06,0.27,630.9,PayPal,Desktop
3584,3716,20260326,40,849,98,4,939.47,0.09,3419.67,Debit Card,Desktop
3585,3939,20260604,16,1642,96,1,699.6,0.08,643.63,PayPal,Desktop
3586,463,20261227,8,153,40,3,743.16,0.13,1939.65,Credit Card,Mobile
3587,2899,20260124,34,51,42,1,454.78,0.01,450.23,PayPal,Desktop
3588,2878,20260903,23,1217,87,4,130.91,0.1,471.28,PayPal,Mobile
3589,684,20261124,50,987,68,1,914.35,0.21,722.34,Debit Card,Mobile
3590,2819,20260329,10,33,92,4,926.18,0.17,3074.92,PayPal,Desktop
3591,477,20260719,27,366,93,1,956.03,0.14,822.19,Debit Card,Desktop
3592,2084,20260112,20,149,69,3,255.55,0.06,720.65,Credit Card,Mobile
3593,2415,20261115,37,1949,63,3,353.5,0.2,848.4,Debit Card,Mobile
3594,802,20260822,39,1702,46,1,971.66,0.24,738.46,Debit Card,Desktop
3595,3343,20260627,10,522,93,1,114.08,0.29,81.0,Debit Card,Desktop
3596,2767,20261216,14,802,59,3,131.07,0.02,385.35,Credit Card,Mobile
3597,1455,20261230,26,1962,84,4,551.32,0.04,2117.07,Debit Card,Desktop
3598,2276,20260223,19,1496,21,3,148.24,0.11,395.8,Credit Card,Mobile
3599,1481,20260116,26,1959,32,4,806.66,0.16,2710.38,Credit Card,Mobile
3600,2612,20261023,36,286,66,1,965.81,0.19,782.31,Debit Card,Mobile
3601,1933,20260329,44,1467,67,1,809.4,0.01,801.31,PayPal,Mobile
3602,2934,20260212,28,724,98,4,213.18,0.13,741.87,Debit Card,Desktop
3603,27,20260318,5,1264,58,1,224.7,0.14,193.24,Credit Card,Desktop
3604,2759,20260312,5,895,88,4,567.53,0.08,2088.51,PayPal,Mobile
3605,3638,20260908,14,1289,51,2,632.42,0.13,1100.41,Debit Card,Mobile
3606,1448,20260322,22,188,88,3,643.47,0.22,1505.72,PayPal,Mobile
3607,133,20260110,33,236,80,2,959.15,0.27,1400.36,Debit Card,Desktop
3608,709,20261230,14,1414,7,4,172.45,0.13,600.13,Credit Card,Mobile
3609,529,20260803,16,660,5,3,60.2,0.14,155.32,Credit Card,Mobile
3610,1113,20260102,44,292,82,4,720.12,0.06,2707.65,Debit Card,Mobile
3611,470,20260822,28,1572,74,3,364.35,0.06,1027.47,Credit Card,Mobile
3612,1624,20261107,15,254,55,3,156.26,0.12,412.53,Debit Card,Desktop
3613,38,20261013,16,423,1,3,497.68,0.2,1194.43,Debit Card,Desktop
3614,78,20260523,25,204,56,3,914.39,0.02,2688.31,Debit Card,Desktop
3615,2239,20261025,19,595,95,4,491.09,0.01,1944.72,Debit Card,Mobile
3616,2007,20260221,27,614,19,3,362.74,0.2,870.58,PayPal,Desktop
3617,531,20261221,19,197,16,3,211.46,0.0,634.38,Debit Card,Mobile
3618,3950,20260612,27,1261,74,2,827.21,0.2,1323.54,PayPal,Desktop
3619,501,20260220,22,1714,21,1,744.27,0.23,573.09,PayPal,Desktop
3620,667,20260710,9,1354,71,1,201.81,0.07,187.68,Credit Card,Desktop
3621,1868,20260915,42,912,82,2,845.58,0.06,1589.69,Debit Card,Mobile
3622,3911,20260629,45,1743,92,2,925.17,0.22,1443.27,Debit Card,Desktop
3623,3566,20260727,44,407,77,4,215.64,0.1,776.3,Debit Card,Mobile
3624,3180,20260224,11,1674,42,4,132.59,0.27,387.16,Debit Card,Desktop
3625,2262,20260403,35,363,52,4,489.86,0.21,1547.96,Credit Card,Mobile
3626,2407,20260212,2,1986,31,2,984.02,0.08,1810.6,Credit Card,Desktop
3627,3267,20260703,33,15,91,2,812.22,0.16,1364.53,PayPal,Desktop
3628,3274,20260302,20,1694,17,3,844.93,0.13,2205.27,Credit Card,Mobile
3629,2835,20260708,50,605,85,4,959.41,0.1,3453.88,PayPal,Desktop
3630,3017,20261102,23,1155,53,4,885.32,0.01,3505.87,Debit Card,Desktop
3631,3493,20260816,6,220,88,4,521.13,0.18,1709.31,Credit Card,Desktop
3632,2903,20261031,20,1554,43,1,807.61,0.07,751.08,Debit Card,Desktop
3633,3142,20260315,44,214,12,3,470.04,0.08,1297.31,Debit Card,Mobile
3634,1461,20261009,34,1169,60,4,591.49,0.27,1727.15,Credit Card,Mobile
3635,744,20260628,8,1591,27,4,676.33,0.29,1920.78,Credit Card,Desktop
3636,249,20261230,1,1875,66,4,545.6,0.23,1680.45,Credit Card,Desktop
3637,533,20260823,43,1040,82,1,460.99,0.22,359.57,PayPal,Mobile
3638,1151,20260104,25,1849,14,1,702.52,0.28,505.81,PayPal,Mobile
3639,3093,20260507,41,982,74,2,744.0,0.17,1235.04,PayPal,Mobile
3640,1345,20260827,45,807,7,3,149.88,0.27,328.24,Credit Card,Mobile
3641,3613,20260924,34,1386,46,2,692.92,0.22,1080.96,Credit Card,Desktop
3642,2519,20261126,33,813,66,3,965.07,0.17,2403.02,PayPal,Mobile
3643,962,20261007,37,958,51,1,784.32,0.08,721.57,PayPal,Mobile
3644,36,20260127,42,9,61,4,726.18,0.27,2120.45,Credit Card,Desktop
3645,2506,20261028,47,1339,39,2,320.34,0.17,531.76,Debit Card,Desktop
3646,1035,20260825,20,568,15,4,699.79,0.19,2267.32,Credit Card,Desktop
3647,3047,20260726,28,278,50,2,602.45,0.25,903.68,PayPal,Desktop
3648,1852,20260526,23,1164,14,1,671.48,0.09,611.05,PayPal,Desktop
3649,1022,20260116,22,1188,84,1,939.85,0.22,733.08,PayPal,Mobile
3650,2609,20261109,46,1766,73,1,539.94,0.29,383.36,PayPal,Mobile
3651,2345,20260825,28,746,65,2,821.76,0.21,1298.38,Debit Card,Desktop
3652,2036,20260917,22,854,86,3,768.51,0.28,1659.98,PayPal,Mobile
3653,3375,20260713,14,628,87,2,503.1,0.09,915.64,Credit Card,Desktop
3654,2672,20261222,43,201,88,3,249.99,0.3,524.98,Debit Card,Desktop
3655,2609,20260718,13,648,85,2,139.22,0.28,200.48,Credit Card,Mobile
3656,2392,20260909,11,305,25,2,532.47,0.07,990.39,Credit Card,Desktop
3657,1675,20260525,38,1204,78,1,62.97,0.27,45.97,Debit Card,Mobile
3658,2983,20261011,12,460,12,4,366.38,0.23,1128.45,Credit Card,Desktop
3659,1285,20260611,45,1375,91,4,235.79,0.14,811.12,Debit Card,Mobile
3660,2434,20260526,45,110,25,3,641.92,0.05,1829.47,Credit Card,Mobile
3661,1197,20260506,28,1623,79,4,304.45,0.15,1035.13,Debit Card,Mobile
3662,1508,20261027,23,1424,58,2,280.87,0.11,499.95,Credit Card,Mobile
3663,1031,20260119,5,399,54,2,88.91,0.03,172.49,Debit Card,Desktop
3664,3274,20260704,26,228,99,1,585.42,0.24,444.92,Credit Card,Mobile
3665,2446,20261010,6,1960,82,1,585.53,0.28,421.58,Credit Card,Desktop
3666,3452,20261213,27,666,4,4,745.8,0.24,2267.23,Debit Card,Desktop
3667,613,20260222,35,1330,31,3,910.82,0.05,2595.84,PayPal,Mobile
3668,2284,20260706,45,723,32,4,416.89,0.08,1534.16,PayPal,Mobile
3669,3849,20260512,22,1190,43,4,402.43,0.1,1448.75,Credit Card,Mobile
3670,28,20260728,32,1021,63,4,251.63,0.1,905.87,PayPal,Desktop
3671,1680,20260421,13,1181,93,4,270.48,0.04,1038.64,PayPal,Mobile
3672,120,20260515,34,365,89,2,694.46,0.12,1222.25,PayPal,Mobile
3673,3358,20260724,10,1942,55,3,587.29,0.22,1374.26,PayPal,Mobile
3674,255,20260405,37,910,48,2,949.6,0.06,1785.25,Debit Card,Mobile
3675,153,20260725,28,1318,60,3,148.97,0.23,344.12,Credit Card,Mobile
3676,229,20260624,14,1197,27,1,694.3,0.05,659.58,Debit Card,Desktop
3677,1949,20261110,11,1869,15,4,81.51,0.13,283.65,Debit Card,Mobile
3678,974,20260207,49,1406,30,2,573.67,0.06,1078.5,PayPal,Mobile
3679,3208,20261102,42,1249,19,3,199.67,0.28,431.29,Credit Card,Mobile
3680,654,20260622,12,1884,54,1,263.11,0.14,226.27,Credit Card,Mobile
3681,956,20261014,42,949,57,1,169.63,0.04,162.84,PayPal,Desktop
3682,1172,20260404,40,1147,42,4,481.33,0.02,1886.81,Debit Card,Desktop
3683,255,20260327,26,397,20,3,896.13,0.28,1935.64,Credit Card,Mobile
3684,3998,20260210,37,1134,7,2,981.81,0.05,1865.44,Debit Card,Desktop
3685,2375,20260801,21,282,95,4,718.5,0.11,2557.86,Debit Card,Desktop
3686,3353,20260729,45,1684,3,2,62.48,0.17,103.72,PayPal,Desktop
3687,1053,20260516,22,363,47,1,467.96,0.21,369.69,Debit Card,Mobile
3688,1923,20260820,32,1122,69,2,572.61,0.21,904.72,Debit Card,Mobile
3689,2483,20260815,18,854,41,2,53.42,0.21,84.4,Debit Card,Desktop
3690,1778,20260823,6,292,79,4,786.66,0.02,3083.71,PayPal,Desktop
3691,2140,20260320,4,1630,77,2,568.47,0.05,1080.09,Credit Card,Mobile
3692,2638,20260725,49,774,33,4,702.67,0.02,2754.47,Credit Card,Desktop
3693,2019,20260114,5,1322,67,1,51.24,0.06,48.17,Debit Card,Mobile
3694,2224,20260621,33,22,26,4,417.83,0.22,1303.63,Credit Card,Desktop
3695,3564,20260713,37,1717,48,4,340.33,0.14,1170.74,PayPal,Mobile
3696,3677,20260315,8,1803,23,3,492.9,0.16,1242.11,Debit Card,Mobile
3697,1529,20261013,44,1405,35,2,700.48,0.07,1302.89,Credit Card,Desktop
3698,2527,20260110,36,1395,34,1,130.5,0.18,107.01,PayPal,Mobile
3699,486,20260925,31,3,89,4,467.99,0.28,1347.81,PayPal,Desktop
3700,699,20260906,3,983,60,1,878.61,0.03,852.25,PayPal,Mobile
3701,1168,20260129,15,461,55,3,497.73,0.09,1358.8,PayPal,Desktop
3702,622,20260815,42,1868,38,2,617.25,0.14,1061.67,Debit Card,Mobile
3703,376,20261209,3,1898,74,4,101.02,0.29,286.9,Credit Card,Mobile
3704,2034,20261213,36,1510,47,2,495.53,0.24,753.21,Credit Card,Mobile
3705,2725,20260107,19,1158,61,3,403.61,0.04,1162.4,Credit Card,Mobile
3706,336,20261227,1,1382,23,3,698.54,0.05,1990.84,PayPal,Desktop
3707,1939,20260706,18,1328,59,1,909.24,0.24,691.02,PayPal,Desktop
3708,1317,20261124,39,1776,96,4,268.56,0.18,880.88,Debit Card,Desktop
3709,620,20260511,25,1359,87,1,839.85,0.05,797.86,PayPal,Desktop
3710,342,20261209,26,583,15,3,666.02,0.02,1958.1,Debit Card,Mobile
3711,3224,20260814,44,1743,47,2,327.13,0.28,471.07,Credit Card,Mobile
3712,2510,20260503,50,471,57,1,485.66,0.23,373.96,Debit Card,Desktop
3713,1833,20261021,25,1093,15,1,782.87,0.21,618.47,PayPal,Desktop
3714,2034,20260103,50,182,59,2,845.61,0.1,1522.1,Debit Card,Mobile
3715,1602,20260705,34,1043,11,1,544.92,0.18,446.83,Debit Card,Desktop
3716,867,20261029,22,1031,52,2,631.66,0.15,1073.82,Credit Card,Desktop
3717,1088,20260124,22,55,73,4,690.15,0.13,2401.72,PayPal,Desktop
3718,998,20260418,21,298,57,2,223.52,0.11,397.87,PayPal,Mobile
3719,3944,20260219,4,1866,90,4,906.29,0.03,3516.41,PayPal,Desktop
3720,1026,20261221,27,1388,55,2,868.52,0.29,1233.3,PayPal,Desktop
3721,995,20261102,23,1694,74,3,261.25,0.05,744.56,Debit Card,Mobile
3722,2700,20260914,30,1482,89,3,682.71,0.02,2007.17,Credit Card,Desktop
3723,3595,20261221,49,82,20,4,940.14,0.16,3158.87,Credit Card,Desktop
3724,3885,20260516,32,1358,18,4,197.12,0.18,646.55,Credit Card,Desktop
3725,3370,20260619,37,1059,62,3,331.68,0.25,746.28,PayPal,Mobile
3726,3108,20261109,19,964,88,4,183.86,0.02,720.73,Debit Card,Desktop
3727,715,20260817,38,508,59,2,339.79,0.0,679.58,Credit Card,Desktop
3728,3254,20261008,12,166,34,2,922.91,0.2,1476.66,Debit Card,Mobile
3729,195,20260823,18,705,19,3,224.0,0.1,604.8,PayPal,Mobile
3730,1753,20260805,40,1884,65,1,473.71,0.28,341.07,PayPal,Desktop
3731,3854,20261029,31,678,38,2,993.49,0.16,1669.06,Debit Card,Desktop
3732,1208,20260920,5,483,36,4,295.08,0.14,1015.08,Credit Card,Mobile
3733,3833,20261109,38,1418,28,1,929.89,0.04,892.69,Debit Card,Mobile
3734,746,20261220,45,930,43,1,361.88,0.18,296.74,PayPal,Mobile
3735,3670,20261224,16,1057,78,2,602.36,0.08,1108.34,Credit Card,Mobile
3736,2163,20260320,19,1614,38,2,848.28,0.25,1272.42,Debit Card,Mobile
3737,1668,20260805,8,1887,9,1,732.83,0.2,586.26,Debit Card,Desktop
3738,542,20261011,45,1888,31,1,813.15,0.04,780.62,Credit Card,Desktop
3739,1034,20260115,34,62,41,3,674.37,0.1,1820.8,Credit Card,Mobile
3740,1842,20260713,41,1892,39,4,83.37,0.21,263.45,Credit Card,Mobile
3741,2766,20260128,12,1656,84,3,252.52,0.13,659.08,PayPal,Desktop
3742,664,20260204,19,611,59,2,560.05,0.19,907.28,Debit Card,Desktop
3743,431,20260407,9,1282,10,3,868.5,0.24,1980.18,Credit Card,Mobile
3744,3704,20260909,32,1106,98,3,567.3,0.06,1599.79,Credit Card,Desktop
3745,1224,20260802,23,1276,66,3,123.7,0.21,293.17,Debit Card,Desktop
3746,2903,20260712,19,164,67,3,270.06,0.13,704.86,Credit Card,Mobile
3747,721,20261118,22,286,10,4,861.79,0.2,2757.73,Credit Card,Desktop
3748,1295,20260810,40,559,50,4,604.8,0.27,1766.02,PayPal,Desktop
3749,2838,20260331,35,587,58,1,560.01,0.27,408.81,Credit Card,Desktop
3750,903,20260320,44,344,79,2,92.23,0.02,180.77,PayPal,Desktop
3751,687,20260216,14,1528,21,3,803.04,0.23,1855.02,Credit Card,Mobile
3752,1201,20260810,9,1614,57,1,947.41,0.16,795.82,PayPal,Desktop
3753,2219,20261007,45,1359,100,1,419.74,0.13,365.17,Debit Card,Mobile
3754,1552,20260830,2,1480,32,1,186.82,0.14,160.67,Credit Card,Mobile
3755,2299,20260916,15,1703,35,4,994.24,0.14,3420.19,Debit Card,Mobile
3756,933,20260104,15,545,82,3,436.36,0.2,1047.26,PayPal,Desktop
3757,1402,20261122,28,356,25,3,719.02,0.14,1855.07,PayPal,Mobile
3758,150,20260820,4,522,43,2,524.72,0.21,829.06,Credit Card,Desktop
3759,895,20260929,4,1929,17,3,388.63,0.18,956.03,Debit Card,Mobile
3760,2256,20261122,23,1671,58,3,685.73,0.04,1974.9,Credit Card,Desktop
3761,3127,20261230,47,1989,20,1,205.06,0.08,188.66,Debit Card,Desktop
3762,2473,20260622,47,1618,90,2,325.84,0.12,573.48,PayPal,Mobile
3763,1877,20261024,42,80,38,3,805.98,0.27,1765.1,Credit Card,Mobile
3764,3498,20260801,5,737,75,4,502.84,0.17,1669.43,Debit Card,Desktop
3765,2162,20260724,26,1724,44,3,875.97,0.14,2260.0,Debit Card,Mobile
3766,2750,20260602,17,1529,86,1,965.71,0.08,888.45,Debit Card,Desktop
3767,2555,20260427,5,1976,89,4,246.87,0.21,780.11,Credit Card,Desktop
3768,1906,20261006,45,897,4,1,622.17,0.11,553.73,Credit Card,Desktop
